Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,vector.x,vector.y,vector.z
1669803653.5994139,258,1669803653,598275902,imu_link,0.7983266115188599,0.6788557767868042,9.708230972290039
1669803653.6027951,259,1669803653,602483129,imu_link,0.8464174270629883,0.7101330161094667,9.702455520629883
1669803653.6080668,260,1669803653,607763796,imu_link,0.9200334548950195,0.7429400682449341,9.674991607666016
1669803653.6134548,261,1669803653,613048112,imu_link,0.8931196928024292,0.6853617429733276,9.707266807556154
1669803653.618674,262,1669803653,618359718,imu_link,0.9385939836502075,0.6764127612113954,9.692411422729492
1669803653.6227841,263,1669803653,622528582,imu_link,0.9866988062858583,0.7334095239639282,9.680657386779787
1669803653.6280775,264,1669803653,627816426,imu_link,0.9427429437637329,0.6469655632972718,9.687845230102539
1669803653.6337724,265,1669803653,633199168,imu_link,0.9252035021781922,0.6140552759170532,9.7315673828125
1669803653.639228,266,1669803653,638589629,imu_link,0.961750864982605,0.6622030735015869,9.69614028930664
1669803653.6432276,267,1669803653,642845113,imu_link,0.9646586179733276,0.6149020791053773,9.701416969299318
1669803653.6484258,268,1669803653,648081484,imu_link,0.9359297156333924,0.5624917149543763,9.75885009765625
1669803653.653731,269,1669803653,653391044,imu_link,0.9609981179237367,0.6119352579116821,9.73018550872803
1669803653.6581306,270,1669803653,657679944,imu_link,0.9506268501281738,0.6325719952583314,9.734317779541016
1669803653.6632328,271,1669803653,662937429,imu_link,0.8907878994941713,0.5832222700119019,9.762928009033203
1669803653.6684322,272,1669803653,668148788,imu_link,0.8781064152717591,0.6284701824188232,9.755784034729006
1669803653.6735878,273,1669803653,673378146,imu_link,0.8832239508628846,0.6639139056205751,9.755500793457031
1669803653.677824,274,1669803653,677613984,imu_link,0.8013962507247925,0.5944174528121948,9.753541946411133
1669803653.6836958,275,1669803653,683079804,imu_link,0.7725655436515809,0.6204508543014526,9.74673366546631
1669803653.6889718,276,1669803653,688344553,imu_link,0.8018869757652284,0.668018400669098,9.729070663452148
1669803653.6930668,277,1669803653,692588372,imu_link,0.7741259932518006,0.6106632351875306,9.759894371032717
1669803653.698368,278,1669803653,697886512,imu_link,0.7923464179039003,0.6046808362007142,9.737296104431154
1669803653.7036793,279,1669803653,703244680,imu_link,0.7979295253753662,0.6819015741348267,9.721161842346193
1669803653.7088156,280,1669803653,708454890,imu_link,0.7638785243034364,0.6446012258529663,9.739073753356935
1669803653.7129948,281,1669803653,712705067,imu_link,0.7294896245002748,0.6477733850479126,9.748827934265138
1669803653.718319,282,1669803653,717991899,imu_link,0.7857566475868226,0.7371367812156678,9.704417228698732
1669803653.7234237,283,1669803653,723200091,imu_link,0.7954992055892944,0.7274816036224365,9.71202278137207
1669803653.7287257,284,1669803653,728438935,imu_link,0.7684359550476074,0.6713829636573793,9.733761787414553
1669803653.733024,285,1669803653,732727166,imu_link,0.854397475719452,0.7187893390655518,9.712693214416506
1669803653.7383347,286,1669803653,737995707,imu_link,0.869803786277771,0.7392510175704956,9.68504047393799
1669803653.7435746,287,1669803653,743311780,imu_link,0.8737568855285645,0.645145058631897,9.736824035644531
1669803653.747846,288,1669803653,747577010,imu_link,0.9168230891227723,0.6738084554672241,9.710940361022951
1669803653.7531507,289,1669803653,752881605,imu_link,0.9891344904899598,0.681833028793335,9.72231960296631
1669803653.7584987,290,1669803653,758182247,imu_link,0.961089313030243,0.6371530890464784,9.72511100769043
1669803653.7635815,291,1669803653,763330363,imu_link,0.9549708962440492,0.6496343016624452,9.728255271911623
1669803653.7684538,292,1669803653,767728481,imu_link,1.0351139307022097,0.6930371522903442,9.71681308746338
1669803653.7735956,293,1669803653,773088014,imu_link,1.0132954120635986,0.6577740907669067,9.728199005126953
